start_date,start_time,end_date,end_time,start_freq,end_freq,Loc,NOAA,Imp,cme_date,cme_time,CPA,Width,Speed,Plots,is_halo,width_is_lower_bound
2003/01/20,19:10,01/20,20:00,14000,6000,N44W38,EP,C1.7,01/20,18:30,315,105,733,PHTX,False,False
2003/01/27,22:20,01/27,22:26,11000,8000,S17W23,EP,C2.4,01/27,22:23,205,267,1053,PHTX,False,False
2003/03/18,12:25,03/18,13:45,4500,500,S15W46,10314,X1.5,03/18,12:30,263,209,1601,PHTX,False,False
2003/03/18,13:55,03/18,14:10,14000,7000,S90b,DIM,,03/18,13:54,,360,1042,PHTX,True,False
2003/03/19,02:30,03/19,03:15,14000,6000,S90b,DIM,,03/19,02:30,,360,1342,PHTX,True,False
2003/04/22,07:25,04/22,08:22,3500,700,NE90b,DIM,,04/22,07:36,87,171,918,PHTX,False,False
2003/05/27,23:12,05/27,23:45,14000,2000,S07W17,10365,X1.3,05/27,23:50,,360,964,PHTX,True,False
2003/05/28,01:00,05/29,00:30,1000,200,S07W20,10365,X3.6,05/28,00:50,,360,1366,PHTX,True,False
2003/05/29,01:10,05/29,08:00,13000,200,S06W37,10365,X1.2,05/29,01:27,,360,1237,PHTX,True,False
2003/05/31,03:00,05/31,08:00,1000,150,S07W65,10365,M9.3,05/31,02:30,,360,1835,PHTX,True,False
2003/06/05,00:00,06/05,00:00,,,W90b,DIM,,06/05,20:06,230,239,1458,PHTX uncertain,False,False
2003/06/16,00:00,06/16,03:00,14000,400,S07E80,10386,X1.3,06/15,23:54,,360,2053,PHTX,True,False
2003/06/17,22:50,06/18,05:30,10000,200,S07E55,10386,M6.8,06/17,23:18,,360,1813,PHTX,True,False
2003/07/10,14:10,07/10,16:10,4000,400,N13W90,10397,M3.6,,,,,,PHTX LASCO_DATA_GAP,False,False
2003/08/19,11:15,08/19,12:00,14000,1000,S10W57,10431,M2.7,08/19,10:30,262,111,468,PHTX,False,False
2003/10/21,04:10,10/21,04:55,5000,1000,E90b,,,10/21,03:54,,360,1484,PHTX,True,False
2003/10/26,07:00,10/26,09:15,8000,1500,S15E44,10486,X1.2,10/26,06:54,108,207,1371,PHTX,False,True
2003/10/26,17:45,10/26,19:40,14000,1500,N02W38,10484,X1.2,10/26,17:54,270,171,1537,PHTX,False,True
2003/10/28,11:10,10/29,24:00,14000,40,S16E08,10486,X17.,10/28,11:30,,360,2459,PHTX,True,False
2003/10/29,20:55,10/29,24:00,11000,500,S15W02,10486,X10.,10/29,20:54,,360,2029,PHTX,True,False
2003/11/01,22:55,11/02,00:50,14000,2000,S12W60,10486,M3.2,11/01,23:06,254,93,899,PHTX,False,True
2003/11/02,09:23,11/02,11:22,14000,550,SW90b,DIM,,11/02,09:30,,360,2036,PHTX,True,False
2003/11/02,17:30,11/03,01:00,12000,250,S14W56,10486,X8.3,11/02,17:30,,360,2598,PHTX,True,False
2003/11/03,01:15,11/03,01:25,3000,1500,N10W83,10488,X2.7,11/03,01:59,304,65,827,PHTX,False,False
2003/11/03,10:00,11/03,12:30,6000,400,N08W77,10488,X3.9,11/03,10:06,293,103,1420,PHTX,False,False
2003/11/04,20:00,11/04,24:00,10000,200,S19W83,10486,X28.,11/04,19:54,,360,2657,PHTX,True,False
2003/11/09,00:00,11/09,00:00,,,E90b,DIM,,11/09,06:30,,360,2008,PHTX,True,False
2003/11/11,00:00,11/11,00:00,,,W90b,DIM,,11/11,02:30,,360,1359,PHTX,True,False
2003/11/13,09:35,11/13,10:50,14000,4000,N12E90,10501,M1.4,11/13,09:30,49,217,1141,PHTX,False,False
2003/11/17,09:05,11/17,09:20,4000,1500,S01E33,10501,M4.2,11/17,09:26,72,242,1061,PHTX,False,True
2003/11/18,00:00,11/18,00:00,,,N00E18,10501,M3.9,11/18,08:50,,360,1660,PHTX,True,False
2003/11/18,10:15,11/18,11:30,5000,2000,S16E90,10508,M4.5,11/18,09:50,95,197,1824,PHTX,False,True
2003/12/02,11:00,12/02,12:00,14000,9000,S14W70,10508,C7.2,12/02,10:50,261,150,1393,PHTX,False,True
2004/01/05,03:40,01/05,03:50,9000,2500,S12E38,10536,M6.9,,,,,,PHTX LASCO_DATA_GAP,False,False
2004/01/06,06:40,01/06,07:23,14000,2000,N05E90,10537,M5.8,01/06,08:53,88,166,1469,PHTX PARTIAL LASCO_DATA_GAP,False,False
2004/01/07,04:15,01/07,06:15,14000,750,N02E82,10537,M4.5,01/07,04:06,78,171,1581,PHTX,False,False
2004/01/07,10:35,01/07,11:35,14000,1500,N06E75,10537,M8.3,01/07,10:30,81,182,1822,PHTX,False,False
2004/04/06,13:05,04/06,16:00,8000,300,S18E15,10588,M2.4,04/06,13:31,,360,1368,PHTX,True,False
2004/04/08,10:25,04/08,12:50,3000,500,S15W11,10588,C7.4,04/08,10:30,,360,1068,PHTX,True,False
2004/04/08,13:30,04/08,14:00,6000,3000,S19W08,10588,C1.3,04/08,13:31,198,92,959,PHTX,False,False
2004/04/11,04:20,04/11,05:35,14000,500,S14W47,10588,C9.6,04/11,04:30,203,314,1645,PHTX,False,False
2004/06/02,23:13,06/02,23:55,14000,2100,W90b,DIM,,06/02,23:15,287,136,1102,PHTX,False,False
2004/06/03,16:48,06/03,17:10,12000,5000,W90b,DIM,,06/03,16:50,303,179,1226,PHTX uncertain,False,False
2004/06/04,07:50,06/04,09:55,14000,2500,W90b,DIM,,06/04,07:50,309,273,1306,PHTX,False,True
2004/06/22,22:07,06/22,22:30,10000,7000,S12W24,10635,C1.7,,,,,,PHTX LASCO_DATA_GAP,False,False
2004/06/23,06:30,06/23,08:55,14000,5000,S09W21,10635,C2.5,,,,,,PHTX LASCO_DATA_GAP,False,False
2004/07/23,19:00,07/23,19:35,10000,2500,N04W05,10652,C4.1,07/23,19:31,209,100,874,PHTX,False,False
2004/07/25,15:00,07/26,22:25,1000,28,N08W33,10652,M1.1,07/25,14:54,,360,1333,PHTX,True,False
2004/07/29,13:20,07/30,20:30,1000,50,N00W90,10652,C2.1,07/29,12:06,,360,1180,PHTX,True,False
2004/07/31,07:10,07/31,11:30,1000,200,N05W89,10652,C8.4,07/31,05:54,259,197,1192,PHTX,False,True
2004/08/08,09:15,08/08,09:22,14000,7000,NE90b,,,08/08,08:54,,360,1004,PHTX,True,False
2004/09/12,00:45,09/13,21:00,14000,40,N03E49,10672,M4.8,09/12,00:36,,360,1328,PHTX,True,False
2004/09/19,17:15,09/19,18:15,14000,2500,N03W58,10672,M1.9,,,,,,PHTX LASCO_DATA_GAP,False,False
2004/10/24,03:12,10/24,03:21,14000,8000,N11E19,10687,C1.7,10/24,03:54,26,109,417,PHTX,False,True
2004/10/30,06:40,10/30,07:40,4000,1000,N13W22,10691,M4.2,10/30,06:54,,360,422,PHTX,True,False
2004/11/01,05:55,11/01,07:25,3000,400,W90b,DIM,,11/01,06:06,266,146,925,PHTX,False,False
2004/11/03,15:55,11/03,16:30,14000,3400,N09E38,10696,M5.0,11/03,16:06,,360,1068,PHTX,True,False
2004/11/03,03:35,11/03,04:10,2000,1200,N09E45,10696,M1.6,11/03,03:54,91,239,918,PHTX,False,True
2004/11/06,01:50,11/06,02:45,6000,700,N09E05,10696,M3.6,11/06,02:06,351,214,1111,PHTX,False,True
2004/11/07,16:25,11/08,20:00,14000,60,N09W17,10696,X2.0,11/07,16:54,,360,1759,PHTX,True,False
2004/11/09,17:35,11/09,18:10,14000,5000,N08W51,10696,M8.9,11/09,17:26,,360,2000,PHTX,True,False
2004/11/10,02:25,11/10,03:40,14000,1000,N09W49,10696,X2.5,11/10,02:26,,360,3387,PHTX,True,False
2004/12/03,00:07,12/04,04:30,10000,60,N08W02,10708,M1.5,12/03,00:26,,360,1216,PHTX,True,False
2004/12/08,20:05,12/08,20:10,14000,8000,N08W03,10709,C2.5,12/08,20:26,,360,611,PHTX,True,False
2004/12/29,16:35,12/29,17:00,14000,4500,N04E62,10715,M2.3,12/29,16:45,71,140,774,PHTX,False,False
2004/12/30,23:45,12/31,04:20,5000,700,N04E46,10715,M4.2,12/30,22:30,,360,1035,PHTX,True,False
2005/01/01,00:45,01/01,02:25,14000,450,N06E34,10715,X1.7,01/01,00:54,,360,832,PHTX,True,False
2005/01/04,11:20,01/04,11:35,13000,6000,N05W11,10715,C7.3,,,,,,PHTX Faint CME not measurable,False,False
2005/01/15,06:15,01/15,09:30,14000,150,N16E04,10720,M8.6,01/15,06:30,,360,2049,PHTX,True,False
2005/01/15,23:00,01/17,00:00,3000,40,N15W05,10720,X2.6,01/15,23:06,,360,2861,PHTX,True,False
2005/01/17,09:25,01/17,16:00,14000,30,N15W25,10720,X2.0,01/17,09:30,,360,2094,PHTX,True,False
2005/01/17,10:00,01/17,10:35,6100,1500,N15W25,10720,X3.8,01/17,09:54,,360,2547,PHTX CME-CME interaction,True,False
2005/01/19,09:20,01/20,00:00,5300,40,N15W51,10720,X1.3,01/19,08:29,,360,2020,PHTX,True,False
2005/01/20,07:15,01/20,16:30,14000,25,N14W61,10720,X7.1,01/20,06:54,,360,882,PHTX,True,False
2005/02/01,11:40,02/01,11:50,8000,4000,NE90b,,,02/01,11:06,,360,1380,PHTX,True,False
2005/05/02,22:40,05/02,23:00,14000,5500,S05E90,10758,C8.0,05/02,22:26,105,148,955,PHTX,False,False
2005/05/03,00:20,05/03,01:10,14000,1500,S05E90,10758,,05/03,00:26,82,66,978,PHTX,False,True
2005/05/06,17:52,05/06,18:03,5000,4000,S09E29,10758,C8.5,05/06,17:28,,360,1128,PHTX,True,False
2005/05/13,17:00,05/15,02:10,5000,40,N12E11,10759,M8.0,05/13,17:12,,360,1689,PHTX,True,False
2005/05/17,03:20,05/17,03:35,4500,1500,W90b,DIM,,05/17,03:06,252,89,311,PHTX,False,False
2005/06/03,12:50,06/03,15:00,10000,270,N15E90,10775,M1.0,06/03,12:32,,360,1679,PHTX,True,False
2005/06/16,20:25,06/16,21:40,9000,1000,N08W90,10775,M4.0,,,,,,PHTX LASCO_DATA_GAP,False,False
2005/07/07,16:30,07/07,16:40,4000,2000,N09E03,10786,M4.9,07/07,17:06,,360,683,PHTX,True,False
2005/07/09,22:15,07/09,23:00,14000,600,N12W28,10786,M2.8,07/09,22:30,,360,1540,PHTX,True,False
2005/07/13,14:15,07/13,15:05,14000,1000,N11W90,10786,M5.0,07/13,14:30,,360,1423,PHTX,True,False
2005/07/14,11:00,07/14,12:54,3000,800,N11W90,10786,X1.2,07/14,10:54,,360,2115,PHTX,True,False
2005/07/17,11:50,07/17,13:45,7000,300,NW90b,DIM,,07/17,11:30,,360,1527,PHTX,True,False
2005/07/24,13:50,07/24,22:30,14000,150,E90b,DIM,,07/24,13:54,,360,2528,PHTX,True,False
2005/07/24,22:35,07/24,22:40,1000,700,E90b,DIM,,07/24,22:30,,360,1234,PHTX,True,False
2005/07/27,05:20,07/27,06:45,1000,450,N11E90,10792,M3.7,07/27,04:54,,360,1787,PHTX,True,False
2005/07/27,07:45,07/27,08:30,2500,1000,NE90b,DIM,,07/27,07:54,65,51,533,PHTX,False,False
2005/07/30,07:40,07/30,20:00,9000,80,N12E60,10792,X1.3,07/30,06:50,,360,1968,PHTX,True,False
2005/08/01,14:15,08/01,14:50,14000,4500,N13E32,10792,M1.0,08/01,14:30,83,93,984,PHTX,False,False
2005/08/22,01:30,08/22,03:35,8000,550,S11W54,10798,M2.6,08/22,01:31,,360,1194,PHTX,True,False
2005/08/22,17:15,08/23,13:00,12000,40,S13W65,10798,M5.6,08/22,17:30,,360,2378,PHTX,True,False
2005/08/23,15:00,08/23,19:30,13000,400,S14W90,10798,M2.7,08/23,14:54,,360,1929,PHTX,True,False
2005/08/29,11:10,08/29,11:14,10000,6000,SW90b,DIM,,08/29,10:54,,360,1600,PHTX,True,False
2005/08/31,11:40,08/31,12:10,6000,800,N13W13,10803,C2.0,08/31,11:30,,360,825,PHTX,True,False
2005/08/31,22:10,08/31,23:00,14000,6000,BACK,,,08/31,22:30,,360,1808,PHTX,True,False
2005/09/03,03:20,09/03,05:15,2000,500,BACK,,,09/03,03:12,,360,1672,PHTX,True,False
2005/09/05,10:40,09/06,00:00,1500,60,S07E81,,C2.7,09/05,09:48,,360,2326,PHTX,True,False
2005/09/07,18:05,09/08,00:00,12000,200,S11E77,10808,X1.7,,,,,,PHTX LASCO_DATA_GAP,False,False
2005/09/09,19:45,09/09,22:00,10000,50,S12E67,10808,X6.2,09/09,19:48,,360,2257,PHTX,True,False
2005/09/10,21:45,09/11,01:00,14000,200,S13E47,10808,X2.1,09/10,21:52,,360,1893,PHTX,True,False
2005/09/11,13:10,09/11,15:15,3000,350,S16E39,10808,M3.0,09/11,13:00,,360,1922,PHTX,True,False
2005/09/13,20:20,09/15,06:00,1100,35,S09E10,10808,X1.5,09/13,20:00,,360,1866,PHTX,True,False
2006/04/30,16:20,05/02,01:00,1000,200,S09E08,10876,C1.8,04/30,09:54,,360,544,PHTX,True,False
2006/07/06,08:45,07/06,17:18,14000,300,S09W34,10898,M2.5,07/06,08:54,,360,911,PHTX,True,False
2006/08/16,15:45,08/16,22:15,14000,400,S16W08,10904,C3.6,08/16,16:30,,360,888,PHTX,True,False
2006/08/26,20:40,08/26,21:00,7000,2000,S10E08,10905,C2.5,08/26,20:57,164,208,786,PHTX WAVES Data Gap. Lower f may be 500 kHz.,False,False
2006/11/05,17:35,11/05,19:20,14000,400,E90b,DIM,,11/05,17:54,39,196,1398,PHTX,False,False
2006/11/06,10:35,11/06,11:05,14000,6000,E90b,DIM,,11/06,10:30,77,55,829,PHTX,False,False
2006/11/06,17:45,11/06,19:25,4000,300,E90b,10923,C8.8,11/06,17:54,,360,1994,PHTX,True,False
2006/12/05,10:50,12/05,20:00,14000,250,S07E68,10930,X9.0,,,,,,PHTX LASCO_DATA_GAP,False,False
2006/12/06,02:00,12/06,03:30,1000,200,S07E69,10930,M1.1,,,,,,PHTX LASCO_DATA_GAP,False,False
2006/12/06,08:30,12/06,09:45,4000,600,S04E63,10930,M6.0,,,,,,PHTX LASCO_DATA_GAP,False,False
2006/12/06,19:00,12/08,24:00,16000,30,S05E64,10930,X6.5,,,,,,PHTX LASCO_DATA_GAP,False,False
2006/12/13,02:45,12/13,10:40,12000,150,S06W23,10930,X3.4,12/13,02:54,,360,1774,PHTX,True,False
2006/12/14,22:30,12/14,23:40,14000,1500,S06W46,10930,X1.5,12/14,22:30,,360,1042,PHTX,True,False
2007/01/25,06:55,01/25,23:30,14000,90,S08E90,10940,C6.3,01/25,06:54,,360,1367,PHTX,True,False
2007/05/19,13:02,05/19,13:05,16000,13000,N07W06,10956,B9.5,05/19,13:24,260,106,958,PHTX,False,False
2007/12/31,01:05,12/31,01:22,16000,6000,S08E81,10980,C8.3,12/31,01:31,92,164,995,PHTX,False,False
2008/03/25,19:05,03/25,19:20,12000,800,S13E78,10989,M1.7,03/25,19:31,98,112,1103,PHTX,False,False
2008/04/26,14:23,04/26,14:39,7600,4900,N08E09,DIM,B3.8,04/26,14:30,65,281,515,PHTX uncertain,False,False
2010/08/01,09:20,08/01,17:30,2000,700,N20E36,11092,C3.2,,,,,,PHTX LASCO_DATA_GAP,False,False
2010/08/07,18:35,08/07,19:50,14000,700,N11E34,11093,M1.0,08/07,18:36,,360,871,PHTX,True,False
2010/08/18,06:05,08/18,07:45,13000,700,N18W88,11099,C4.5,08/18,05:48,255,184,1471,PHTX,False,False
2011/01/13,09:15,01/13,10:05,16000,3500,N25E114,11147,,01/13,09:36,79,122,664,PHTX,False,False
2011/01/27,12:20,01/27,12:35,16000,8000,N12W87,11149,C1.2,01/27,12:36,255,43,349,PHTX,False,False
2011/02/13,17:50,02/13,18:00,16000,8000,S20E04,11158,M6.6,02/13,18:36,359,276,373,PHTX,False,False
2011/02/15,02:10,02/15,07:00,16000,400,S20W12,11158,X2.2,02/15,02:24,,360,669,PHTX,True,False
2011/02/24,12:50,02/24,15:10,1000,700,N15E87,11163,M3.5,02/24,07:48,70,158,1186,PHTX,False,False
2011/03/07,14:30,03/07,15:00,16000,7000,N10E18,11166,M1.9,03/07,14:48,354,261,698,PHTX,False,False
2011/03/07,20:00,03/08,08:30,16000,200,N31W53,11164,M3.7,03/07,20:00,,360,2125,PHTX,True,False
2011/05/09,21:00,05/10,04:00,16000,900,N16E88,DIM,C5.4,05/09,20:57,55,292,1318,PHTX,False,False
2011/05/29,21:10,05/30,13:40,16000,90,S19E72,11227,C8.7,05/29,21:24,107,186,1407,PHTX,False,False
2011/06/02,08:00,06/02,08:25,15000,4000,S19E25,11227,C3.7,06/02,08:12,,360,976,PHTX,True,False
2011/06/04,07:00,06/04,13:45,16000,300,N16W144,11222,,06/04,06:48,,360,1407,PHTX,True,False
2011/06/04,22:00,06/07,01:30,16000,25,N16W153,11222,,06/04,22:05,,360,2425,PHTX,True,False
2011/06/07,06:45,06/07,18:00,16000,250,S21W54,11226,M2.5,06/07,06:49,,360,1255,PHTX,True,False
2011/06/21,03:07,06/21,03:21,10000,7000,N16W08,11236,C7.7,06/21,03:16,,360,719,PHTX,True,False
2011/08/02,06:15,08/02,07:30,16000,3000,N14W15,11261,M1.4,08/02,06:36,288,268,712,PHTX,False,False
2011/08/04,04:15,08/05,17:00,13000,60,N19W36,11261,M9.3,08/04,04:12,,360,1315,PHTX,True,False
2011/08/08,18:10,08/08,20:10,6000,400,N16W61,11263,M3.5,08/08,18:12,305,237,1343,PHTX,False,False
2011/08/09,08:20,08/09,08:35,16000,4000,N17W69,11263,X6.9,08/09,08:12,,360,1610,PHTX,True,False
2011/09/06,02:00,09/06,23:40,14000,200,N14W07,11283,M5.3,09/06,02:24,,360,782,PHTX,True,False
2011/09/06,22:30,09/07,15:40,16000,150,N14W18,11283,X2.1,09/06,23:05,,360,575,PHTX,True,False
2011/09/22,11:05,09/22,24:00,14000,70,N09E89,11302,X1.4,09/22,10:48,,360,1905,PHTX,True,False
2011/09/24,12:50,09/24,22:45,16000,300,N10E56,11302,M7.1,09/24,12:48,,360,1915,PHTX,True,False
2011/09/25,05:30,09/25,06:00,16000,8000,N11E47,11302,M7.4,09/25,05:12,98,193,788,PHTX,False,False
2011/10/21,13:15,10/21,13:50,16000,6500,N05W79,11319,M1.3,10/21,13:25,252,109,317,PHTX,False,False
2011/11/09,13:30,11/09,17:00,16000,400,N24E35,11343,M1.1,11/09,13:36,,360,907,PHTX,True,False
2011/11/17,20:44,11/17,21:02,12000,4000,N18E120,,,11/17,20:36,,360,1041,PHTX,True,False
2011/11/26,07:15,11/27,24:00,10000,50,N17W49,11353,C1.2,11/26,07:12,,360,933,PHTX,True,False
2011/12/21,03:00,12/21,08:15,16000,400,S22E151,,,12/21,03:12,,360,1064,PHTX,True,False
2011/12/25,18:45,12/25,18:55,14000,7000,S22W26,11387,M4.0,12/25,18:48,247,125,366,PHTX,False,False
2012/01/02,15:00,01/02,15:45,16000,4000,N08W104,,,01/02,15:12,,360,1138,PHTX,True,False
2012/01/19,15:00,01/20,02:45,16000,100,N32E22,11402,M3.2,01/19,14:36,,360,1120,PHTX,True,False
2012/01/23,04:00,01/24,15:00,16000,40,N28W21,11402,M8.7,01/23,04:00,,360,2175,PHTX,True,False
2012/01/27,18:30,01/28,04:45,16000,150,N27W71,11402,X1.7,01/27,18:27,,360,2508,PHTX,True,False
2012/03/05,04:00,03/05,12:20,16000,400,N17E52,11429,X1.1,03/05,04:00,,360,1531,PHTX,True,False
2012/03/07,01:00,03/08,19:00,16000,30,N17E27,11429,X5.4,03/07,00:24,,360,2684,PHTX,True,False
2012/03/09,04:10,03/09,06:05,14000,1000,N15W03,11429,M6.3,03/09,04:26,,360,950,PHTX,True,False
2012/03/10,17:55,03/11,12:30,14000,30,N17W24,11429,M8.4,03/10,18:00,,360,1296,PHTX,True,False
2012/03/13,17:35,03/13,24:00,16000,200,N17W66,11429,M7.9,03/13,17:36,,360,1884,PHTX,True,False
2012/03/18,00:20,03/18,01:20,16000,200,N18W116,,,03/18,00:24,,360,1210,PHTX,True,False
2012/03/24,00:40,03/24,10:40,16000,300,N18E164,,,03/24,00:24,,360,1152,PHTX,True,False
2012/03/26,23:15,03/26,23:55,16000,1500,N17E124,,,03/26,23:12,,360,1390,PHTX,True,False
2012/03/27,21:45,03/27,22:30,4000,1500,S24W100,11440,,03/27,22:00,261,101,622,PHTX,False,False
2012/04/09,12:20,04/09,13:00,16000,5000,N20W65,11451,C3.9,04/09,12:36,,360,921,PHTX,True,False
2012/04/15,02:30,04/15,02:50,16000,4000,N10E90,11461,C1.7,04/15,02:24,79,173,1220,PHTX,False,False
2012/05/17,01:40,05/17,06:20,16000,300,N11W76,11476,M5.1,05/17,01:48,,360,1582,PHTX,True,False
2012/05/26,20:50,05/26,23:35,16000,280,N15W121,,,05/26,20:57,,360,1966,PHTX SWAVES data,True,False
2012/07/04,17:00,07/04,17:20,14000,8000,N14W34,11513,M1.8,07/04,17:24,,360,662,PHTX,True,False
2012/07/05,22:40,07/05,23:50,3000,800,S12W46,11515,M1.6,07/05,22:00,220,94,980,PHTX,False,False
2012/07/06,23:10,07/07,03:40,16000,300,S13W59,11515,X1.1,07/06,23:24,,360,1828,PHTX,True,False
2012/07/08,16:35,07/08,22:00,16000,300,S17W74,11515,M6.9,07/08,16:54,212,157,1495,PHTX,False,False
2012/07/12,16:45,07/13,09:00,14000,250,S15W01,11520,X1.4,07/12,16:48,,360,885,PHTX,True,False
2012/07/17,14:40,07/18,05:00,12000,150,S28W65,11520,C9.9,07/17,13:48,255,176,958,PHTX,False,False
2012/07/19,05:30,07/19,06:20,5000,600,S13W88,11520,M7.7,07/19,05:24,,360,1631,PHTX,True,False
2012/07/23,02:30,07/23,21:40,16000,20,S17W132,11520,,07/23,02:36,,360,2003,PHTX,True,False
2012/08/31,20:00,08/31,23:45,16000,400,S25E59,11563,C8.1,08/31,20:00,,360,1442,PHTX,True,False
2012/09/27,23:55,09/28,10:15,16000,250,N06W34,11577,C3.7,09/28,00:12,,360,947,PHTX,True,False
2012/10/22,01:50,10/22,11:15,1000,200,S10E76,11598,M1.3,10/21,20:57,83,243,496,PHTX,False,False
2013/01/16,22:00,01/17,01:30,1000,200,S33W64,11650,C2.2,01/16,19:00,211,250,648,PHTX,False,False
2013/03/15,07:00,03/15,21:30,14000,100,N11E12,11692,M1.1,03/15,07:12,,360,1063,PHTX,True,False
2013/04/11,07:10,04/11,15:00,10000,200,N09E12,11719,M6.5,04/11,07:24,,360,861,PHTX,True,False
2013/04/18,18:00,04/18,19:10,16000,4000,N11W83,11719,C6.5,04/18,18:24,284,199,495,PHTX,False,False
2013/04/21,20:25,04/21,22:12,14000,1700,S19W53,11723,C2.7,04/21,20:36,255,212,562,PHTX,False,False
2013/05/13,02:20,05/13,03:00,16000,2000,N11E90,11748,X1.7,05/13,02:00,,360,1270,PHTX,True,False
2013/05/13,16:15,05/13,19:10,16000,300,N11E85,11748,X2.8,05/13,16:07,,360,1850,PHTX,True,False
2013/05/14,01:16,05/14,08:20,16000,240,N08E77,11748,X3.2,05/14,01:25,,360,2625,PHTX,True,False
2013/05/15,01:49,05/15,07:57,16000,230,N12E64,11748,X1.2,05/15,01:48,,360,1366,PHTX,True,False
2013/05/22,13:10,05/24,06:00,16000,150,N15W70,11745,M5.0,05/22,13:25,,360,1466,PHTX,True,False
2013/06/21,03:35,06/21,05:15,14000,2000,S16E73,11777,M2.9,06/21,03:12,123,207,1900,PHTX,False,True
2013/06/28,01:53,06/28,03:26,14000,400,S18W19,11777,C4.4,06/28,02:00,,360,1037,PHTX,True,False
2013/07/04,20:57,07/04,21:27,11000,2900,S14E62,11787,C6.8,07/04,20:12,111,188,468,PHTX,False,False
2013/08/06,02:01,08/06,02:11,14000,11000,N27E25,EP,B4.5,08/06,02:12,48,207,441,PHTX,False,False
2013/08/17,20:25,08/18,03:05,1800,150,S05W30,11818,M1.4,08/17,19:12,,360,1202,PHTX,True,False
2013/08/30,02:34,08/31,04:00,14000,50,N15E46,11836,C8.3,08/30,02:48,,360,949,PHTX,True,False
2013/09/06,22:29,09/06,22:34,5000,2000,N10E104,DIM,,09/06,20:48,90,182,734,PHTX,False,False
2013/09/29,21:53,09/30,21:00,14000,60,N17W29,EP,C1.3,09/29,22:12,,360,1179,PHTX,True,False
2013/10/02,20:46,10/02,21:10,10000,5200,N20W85,DIM,C1.2,10/02,20:36,309,263,619,PHTX,False,False
2013/10/05,07:00,10/05,14:46,16000,200,S22E118,11865,,10/05,07:09,,360,964,PHTX,True,False
2013/10/11,07:23,10/11,11:43,14000,100,N21E103,11869,,10/11,07:24,,360,1200,PHTX,True,False
2013/10/13,18:47,10/14,05:15,2100,600,S34W29,EP,,10/13,14:12,220,83,293,PHTX,False,False
2013/10/22,21:33,10/22,22:08,14000,650,N04W01,11875,M4.2,10/22,21:48,,360,459,PHTX,True,False
2013/10/25,15:08,10/25,22:32,16000,200,S06E69,11882,X2.1,10/25,15:12,,360,1081,PHTX,True,False
2013/10/26,03:01,10/26,04:00,14000,200,N09W44,11875,C4.5,10/26,03:12,271,208,473,PHTX,False,False
2013/10/26,09:34,10/26,10:10,14000,5000,N08W49,11875,M1.3,10/26,09:48,286,141,460,PHTX,False,False
2013/10/27,18:12,10/27,18:36,14000,1700,N06W70,11875,C9.1,10/27,18:12,308,189,795,PHTX,False,False
2013/10/28,04:41,10/28,11:51,14000,200,N08W71,11875,M5.1,10/28,04:48,315,156,1201,PHTX,False,False
2013/10/28,15:24,10/28,15:29,14000,9000,S06E28,11882,M4.4,10/28,15:36,,360,812,PHTX,True,False
2013/11/04,05:10,11/04,08:00,16000,450,N03W165,11875,,11/04,05:12,,360,1040,PHTX,True,False
2013/11/07,10:26,11/07,20:40,16000,100,N02E151,11899,,11/07,10:36,,360,1405,PHTX,True,False
2013/11/19,10:39,11/19,20:20,14000,100,S14W70,11893,X1.0,11/19,10:36,,360,740,PHTX,True,False
2013/11/29,22:18,11/30,09:20,1800,100,N06W183,11899,,11/29,17:24,251,188,465,PHTX,False,False
2013/12/05,12:45,12/05,13:00,4200,1600,S20E119,DIM,,12/05,10:24,133,148,549,PHTX,False,False
2013/12/05,20:48,12/05,21:35,14000,2500,,,,,,,,,PHTX LASCO_DATA_GAP,False,False
2013/12/07,07:43,12/07,08:36,14000,3000,S16W49,11909,M1.2,12/07,07:36,,360,1085,PHTX,True,False
2013/12/12,03:55,12/12,21:30,12000,70,S23W46,11912,C4.6,12/12,03:36,214,276,1002,PHTX,False,False
2013/12/20,08:23,12/20,13:24,1500,400,S19W93,11927,,12/20,04:36,255,26,337,PHTX,False,False
2013/12/28,17:31,12/28,18:05,16000,500,S15W125,11928,,12/28,17:36,,360,1118,PHTX,True,False
2014/01/04,17:41,01/04,18:47,9000,100,,,,,,,,,PHTX LASCO_DATA_GAP,False,False
2014/01/04,19:03,01/05,09:00,6500,100,,,,,,,,,PHTX LASCO_DATA_GAP,False,False
2014/01/06,07:57,01/06,22:30,14000,80,S15W112,11936,,01/06,08:00,,360,1402,PHTX,True,False
2014/01/07,18:27,01/08,21:00,14000,60,S15W11,11943,X1.2,01/07,18:24,,360,1830,PHTX,True,False
2014/01/20,22:24,01/20,22:36,14000,8000,S07E67,DIM,C3.6,01/20,22:00,,360,721,PHTX,True,False
2014/02/18,02:16,02/18,02:51,2000,900,S24W43,EP,,02/18,01:36,,360,779,PHTX,True,False
2014/02/20,08:05,02/20,08:29,12000,7700,S15W73,11976,M3.0,02/20,08:00,,360,948,PHTX,True,False
2014/02/25,00:56,02/25,11:28,14000,100,S12E82,11990,X4.9,02/25,01:25,,360,2147,PHTX,True,False
2014/03/04,18:24,03/04,20:10,16000,2000,N13W170,12005,,03/04,18:48,,360,794,PHTX,True,False
2014/03/05,13:33,03/05,17:10,16000,500,N14E180,,,03/05,13:48,,360,828,PHTX,True,False
